counter,product_name,price,url,star,rating,reviews
590,Lenovo Ideapad 500 Core i5 6th Gen - (4 GB/1 TB HDD/Windows 10 Home/2 GB Graphics/NVIDIA GeForce Nvidi...,"₹55,000",https://www.flipkart.com/lenovo-ideapad-500-core-i5-6th-gen-4-gb-1-tb-hdd-windows-10-home-2-gb-graphics-nvidia-geforce-nvidia-920m-80q30056in-gaming-laptop/p/itmfdvdnbppymmnf?pid=COMFDBKYFJRDZG8V&lid=LSTCOMFDBKYFJRDZG8VMPKDRX&marketplace=FLIPKART&srno=s_25_590&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=232ba389-125a-4734-9787-222d2ad1b381.COMFDBKYFJRDZG8V.SEARCH&ssid=2x27vl3r280000001612686414803&qH=c06ea84a1e3dc3c6,,,
591,HP 14q Core i3 7th Gen - (8 GB/256 GB SSD/Windows 10 Home) 14q-cs0023TU Thin and Light Laptop,"₹35,811",https://www.flipkart.com/hp-14q-core-i3-7th-gen-8-gb-256-gb-ssd-windows-10-home-14q-cs0023tu-thin-light-laptop/p/itmc63c3887630bb?pid=COMFJHUNXYTPBJYR&lid=LSTCOMFJHUNXYTPBJYRTI05MS&marketplace=FLIPKART&srno=s_25_591&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=232ba389-125a-4734-9787-222d2ad1b381.COMFJHUNXYTPBJYR.SEARCH&ssid=2x27vl3r280000001612686414803&qH=c06ea84a1e3dc3c6,4.3,"2,672 Ratings ", 353 Reviews
592,HP 14S Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home) cs1000tu Laptop,"₹61,373",https://www.flipkart.com/hp-14s-core-i5-8th-gen-8-gb-1-tb-hdd-windows-10-home-cs1000tu-laptop/p/itmfg4fkazq8z6pv?pid=COMFG49ZYAEHRYYK&lid=LSTCOMFG49ZYAEHRYYKGBTWNR&marketplace=FLIPKART&srno=s_25_592&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=232ba389-125a-4734-9787-222d2ad1b381.COMFG49ZYAEHRYYK.SEARCH&ssid=2x27vl3r280000001612686414803&qH=c06ea84a1e3dc3c6,4.3,275 Ratings , 28 Reviews
593,HP 14q Core i3 7th Gen - (4 GB/1 TB HDD/DOS) 14q-cs0009TU Thin and Light Laptop,"₹31,808",https://www.flipkart.com/hp-14q-core-i3-7th-gen-4-gb-1-tb-hdd-dos-14q-cs0009tu-thin-light-laptop/p/itmf8ccgdhcr45nw?pid=COMF8CCG6DNYDFBC&lid=LSTCOMF8CCG6DNYDFBCYOVWPT&marketplace=FLIPKART&srno=s_25_593&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=232ba389-125a-4734-9787-222d2ad1b381.COMF8CCG6DNYDFBC.SEARCH&ssid=2x27vl3r280000001612686414803&qH=c06ea84a1e3dc3c6,4.1,"10,940 Ratings "," 1,295 Reviews"
594,HP 14q Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home) 14q-cs0017tu Thin and Light Laptop,"₹44,097",https://www.flipkart.com/hp-14q-core-i5-8th-gen-8-gb-1-tb-hdd-windows-10-home-14q-cs0017tu-thin-light-laptop/p/itmfgx6c77sgve3v?pid=COMFGX6CMFZWGN3K&lid=LSTCOMFGX6CMFZWGN3KYUQQWR&marketplace=FLIPKART&srno=s_25_594&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=232ba389-125a-4734-9787-222d2ad1b381.COMFGX6CMFZWGN3K.SEARCH&ssid=2x27vl3r280000001612686414803&qH=c06ea84a1e3dc3c6,4.2,"1,945 Ratings ", 188 Reviews
595,Lenovo Core i7 8th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) L340-15IWL Laptop,"₹85,600",https://www.flipkart.com/lenovo-core-i7-8th-gen-8-gb-1-tb-hdd-windows-10-home-2-gb-graphics-l340-15iwl-laptop/p/itm69e928b5bf119?pid=COMFK4RPJZMCEFSZ&lid=LSTCOMFK4RPJZMCEFSZXMLAUK&marketplace=FLIPKART&srno=s_25_595&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=232ba389-125a-4734-9787-222d2ad1b381.COMFK4RPJZMCEFSZ.SEARCH&ssid=2x27vl3r280000001612686414803&qH=c06ea84a1e3dc3c6,4.1,128 Ratings , 15 Reviews
596,HP 15q APU Dual Core A6 A6-9225 - (4 GB/1 TB HDD/Windows 10 Home) 15q-dy0006AU Laptop,"₹28,250",https://www.flipkart.com/hp-15q-apu-dual-core-a6-a6-9225-4-gb-1-tb-hdd-windows-10-home-15q-dy0006au-laptop/p/itmfc62yymvnpywz?pid=COMFC62YWXGQKFQF&lid=LSTCOMFC62YWXGQKFQFRU5NQZ&marketplace=FLIPKART&srno=s_25_596&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=232ba389-125a-4734-9787-222d2ad1b381.COMFC62YWXGQKFQF.SEARCH&ssid=2x27vl3r280000001612686414803&qH=c06ea84a1e3dc3c6,4.1,"4,258 Ratings ", 565 Reviews
597,HP 250-G6 Core i5 7th Gen - (4 GB/1 TB HDD/DOS/2 GB Graphics) 2RC10PA Laptop,"₹46,200",https://www.flipkart.com/hp-250-g6-core-i5-7th-gen-4-gb-1-tb-hdd-dos-2-gb-graphics-2rc10pa-laptop/p/itmae94e78efe04f?pid=COMFFFFMATZC3GFB&lid=LSTCOMFFFFMATZC3GFBJ4HTUJ&marketplace=FLIPKART&srno=s_25_597&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=232ba389-125a-4734-9787-222d2ad1b381.COMFFFFMATZC3GFB.SEARCH&ssid=2x27vl3r280000001612686414803&qH=c06ea84a1e3dc3c6,4.1,47 Ratings , 6 Reviews
598,HP 15q Ryzen 3 Dual Core 2200U - (4 GB/1 TB HDD/Windows 10 Home) 15q-dy0004au Laptop,"₹32,917",https://www.flipkart.com/hp-15q-ryzen-3-dual-core-2200u-4-gb-1-tb-hdd-windows-10-home-15q-dy0004au-laptop/p/itmfaud9ddfpfphs?pid=COMFAUD93CUTCAG8&lid=LSTCOMFAUD93CUTCAG8LTDN95&marketplace=FLIPKART&srno=s_25_598&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=232ba389-125a-4734-9787-222d2ad1b381.COMFAUD93CUTCAG8.SEARCH&ssid=2x27vl3r280000001612686414803&qH=c06ea84a1e3dc3c6,4,350 Ratings , 58 Reviews
599,HP 15q Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15q-ds0029TU Laptop,"₹51,930",https://www.flipkart.com/hp-15q-core-i5-7th-gen-8-gb-1-tb-hdd-windows-10-home-15q-ds0029tu-laptop/p/itmfc62ygmgrz6qf?pid=COMFC62YXDTWDF9P&lid=LSTCOMFC62YXDTWDF9PUCFKQZ&marketplace=FLIPKART&srno=s_25_599&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=232ba389-125a-4734-9787-222d2ad1b381.COMFC62YXDTWDF9P.SEARCH&ssid=2x27vl3r280000001612686414803&qH=c06ea84a1e3dc3c6,4.1,"2,112 Ratings ", 219 Reviews
600,Lenovo Ideapad 330 Ryzen 5 Quad Core 2500U - (8 GB/1 TB HDD/DOS) 330-15ARR U Laptop,"₹50,000",https://www.flipkart.com/lenovo-ideapad-330-ryzen-5-quad-core-2500u-8-gb-1-tb-hdd-dos-330-15arr-u-laptop/p/itmf7garh6dfwhvf?pid=COMF7GAR3PCNB4CT&lid=LSTCOMF7GAR3PCNB4CTA81IKM&marketplace=FLIPKART&srno=s_25_600&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=232ba389-125a-4734-9787-222d2ad1b381.COMF7GAR3PCNB4CT.SEARCH&ssid=2x27vl3r280000001612686414803&qH=c06ea84a1e3dc3c6,4.1,"4,135 Ratings ", 776 Reviews
601,HP Pavilion Core i3 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) da0435tx Laptop,"₹50,922",https://www.flipkart.com/hp-pavilion-core-i3-7th-gen-8-gb-1-tb-hdd-windows-10-home-2-gb-graphics-da0435tx-laptop/p/itmffevzrsynngbq?pid=COMFFEVZJQZFSKCB&lid=LSTCOMFFEVZJQZFSKCBFC0BCK&marketplace=FLIPKART&srno=s_26_601&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=b08827a0-768e-4e93-85fa-2874f955479b.COMFFEVZJQZFSKCB.SEARCH&ssid=n9nds6ie0g0000001612686415689&qH=c06ea84a1e3dc3c6,4.2,37 Ratings , 3 Reviews
602,HP 15q Core i3 7th Gen - (4 GB/1 TB HDD/DOS) 15q-ds0015tu Laptop,"₹32,955",https://www.flipkart.com/hp-15q-core-i3-7th-gen-4-gb-1-tb-hdd-dos-15q-ds0015tu-laptop/p/itmfedfaffhhz8wm?pid=COMFEDFAUHWSGW4Y&lid=LSTCOMFEDFAUHWSGW4Y6YZIDU&marketplace=FLIPKART&srno=s_26_602&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=b08827a0-768e-4e93-85fa-2874f955479b.COMFEDFAUHWSGW4Y.SEARCH&ssid=n9nds6ie0g0000001612686415689&qH=c06ea84a1e3dc3c6,4.2,304 Ratings , 27 Reviews
603,HP Chromebook x360 Core i5 8th Gen - (8 GB/64 GB EMMC Storage/Chrome OS) 14-da0004TU 2 in 1 Laptop,"₹61,745",https://www.flipkart.com/hp-chromebook-x360-core-i5-8th-gen-8-gb-64-gb-emmc-storage-chrome-os-14-da0004tu-2-1-laptop/p/itmfj57jpes8znza?pid=COMFJ57J2KERTNRC&lid=LSTCOMFJ57J2KERTNRCC5EPQ8&marketplace=FLIPKART&srno=s_26_603&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=b08827a0-768e-4e93-85fa-2874f955479b.COMFJ57J2KERTNRC.SEARCH&ssid=n9nds6ie0g0000001612686415689&qH=c06ea84a1e3dc3c6,4.5,23 Ratings , 4 Reviews
604,Dell Inspiron Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) Inspiron 3501 Laptop,"₹37,990",https://www.flipkart.com/dell-inspiron-core-i3-10th-gen-4-gb-1-tb-hdd-windows-10-home-3501-laptop/p/itmba6c614a8d9b0?pid=COMFWKZW9HTHYHAY&lid=LSTCOMFWKZW9HTHYHAYYFOBDB&marketplace=FLIPKART&srno=s_26_604&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=b08827a0-768e-4e93-85fa-2874f955479b.COMFWKZW9HTHYHAY.SEARCH&ssid=n9nds6ie0g0000001612686415689&qH=c06ea84a1e3dc3c6,3.6,114 Ratings , 16 Reviews
605,Lenovo Ideapad Flex 5 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 14IIL05 2 in 1 Laptop,"₹44,990",https://www.flipkart.com/lenovo-ideapad-flex-5-core-i3-10th-gen-4-gb-256-gb-ssd-windows-10-home-14iil05-2-1-laptop/p/itmd07fbd631d8af?pid=COMFVECHWGFMXHFZ&lid=LSTCOMFVECHWGFMXHFZJBPLSW&marketplace=FLIPKART&srno=s_26_605&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=b08827a0-768e-4e93-85fa-2874f955479b.COMFVECHWGFMXHFZ.SEARCH&ssid=n9nds6ie0g0000001612686415689&qH=c06ea84a1e3dc3c6,4.4,269 Ratings , 22 Reviews
606,Lenovo Ideapad S145 Core i3 10th Gen - (4 GB/1 TB HDD/DOS) S145-15IIL Laptop,"₹30,990",https://www.flipkart.com/lenovo-ideapad-s145-core-i3-10th-gen-4-gb-1-tb-hdd-dos-s145-15iil-laptop/p/itm5ba2d1413d441?pid=COMFTPG2QFCFXHPN&lid=LSTCOMFTPG2QFCFXHPN4KEOUC&marketplace=FLIPKART&srno=s_26_606&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=b08827a0-768e-4e93-85fa-2874f955479b.COMFTPG2QFCFXHPN.SEARCH&ssid=n9nds6ie0g0000001612686415689&qH=c06ea84a1e3dc3c6,3.7,817 Ratings , 114 Reviews
607,HP Pavilion 13 Core i5 8th Gen - (8 GB/128 GB SSD/Windows 10 Home) 13-an0045tu Thin and Light Laptop,"₹76,012",https://www.flipkart.com/hp-pavilion-13-core-i5-8th-gen-8-gb-128-gb-ssd-windows-10-home-13-an0045tu-thin-light-laptop/p/itmfbyhauzhzzmqf?pid=COMFBYH9UYZFZARQ&lid=LSTCOMFBYH9UYZFZARQIMR8FM&marketplace=FLIPKART&srno=s_26_607&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=b08827a0-768e-4e93-85fa-2874f955479b.COMFBYH9UYZFZARQ.SEARCH&ssid=n9nds6ie0g0000001612686415689&qH=c06ea84a1e3dc3c6,4.2,129 Ratings , 16 Reviews
608,Acer Swift 3 Athlon Dual Core 300U - (4 GB/1 TB HDD/Windows 10 Home) SF314-41 Thin and Light Laptop,"₹33,890",https://www.flipkart.com/acer-swift-3-athlon-dual-core-300u-4-gb-1-tb-hdd-windows-10-home-sf314-41-thin-light-laptop/p/itma75f22cad7541?pid=COMFTGJ6A6YBVNKY&lid=LSTCOMFTGJ6A6YBVNKYCBTOBY&marketplace=FLIPKART&srno=s_26_608&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=b08827a0-768e-4e93-85fa-2874f955479b.COMFTGJ6A6YBVNKY.SEARCH&ssid=n9nds6ie0g0000001612686415689&qH=c06ea84a1e3dc3c6,4.1,294 Ratings , 46 Reviews
609,HP G4 APU Dual Core A9 A9-9410 7th Gen - (4 GB/500 GB HDD/Windows 10 Home) 455 G4 Laptop,"₹58,800",https://www.flipkart.com/hp-g4-apu-dual-core-a9-a9-9410-7th-gen-4-gb-500-gb-hdd-windows-10-home-455-laptop/p/itmfgyjc8kdhh45b?pid=COMFGYJCZHG66VHE&lid=LSTCOMFGYJCZHG66VHEBC2E9U&marketplace=FLIPKART&srno=s_26_609&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=b08827a0-768e-4e93-85fa-2874f955479b.COMFGYJCZHG66VHE.SEARCH&ssid=n9nds6ie0g0000001612686415689&qH=c06ea84a1e3dc3c6,4,7 Ratings , 1 Reviews
610,HP 14q Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) 14q-CS0005TU Thin and Light Laptop,"₹34,688",https://www.flipkart.com/hp-14q-core-i3-7th-gen-4-gb-1-tb-hdd-windows-10-home-14q-cs0005tu-thin-light-laptop/p/itmfb4fw3qzgyyhr?pid=COMFB4FWSBFFFXSR&lid=LSTCOMFB4FWSBFFFXSRS6DLOU&marketplace=FLIPKART&srno=s_26_610&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=b08827a0-768e-4e93-85fa-2874f955479b.COMFB4FWSBFFFXSR.SEARCH&ssid=n9nds6ie0g0000001612686415689&qH=c06ea84a1e3dc3c6,4.1,"10,940 Ratings "," 1,295 Reviews"
611,Dell Latitude 3400 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Pro) Latitude 3400 Laptop,"₹59,990",https://www.flipkart.com/dell-latitude-3400-core-i5-8th-gen-8-gb-1-tb-hdd-windows-10-pro-laptop/p/itme59771b1b1a87?pid=COMFVX7Y7GSAXZFG&lid=LSTCOMFVX7Y7GSAXZFGUWWYUO&marketplace=FLIPKART&srno=s_26_611&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=b08827a0-768e-4e93-85fa-2874f955479b.COMFVX7Y7GSAXZFG.SEARCH&ssid=n9nds6ie0g0000001612686415689&qH=c06ea84a1e3dc3c6,4.2,5 Ratings , 0 Reviews
612,Avita Liber Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) NS14A2IN223P Thin and Light Laptop,"₹55,990",https://www.flipkart.com/avita-liber-core-i5-8th-gen-8-gb-512-gb-ssd-windows-10-home-ns14a2in223p-thin-light-laptop/p/itmfg9zvfverhtty?pid=COMFG9ZVRXHTAH7A&lid=LSTCOMFG9ZVRXHTAH7ACU6UFR&marketplace=FLIPKART&srno=s_26_612&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=b08827a0-768e-4e93-85fa-2874f955479b.COMFG9ZVRXHTAH7A.SEARCH&ssid=n9nds6ie0g0000001612686415689&qH=c06ea84a1e3dc3c6,3.6,5 Ratings , 2 Reviews
613,Lenovo V15 IIL Core i3 - (4 GB/1 TB HDD/DOS) V15 IIL Laptop,"₹32,890",https://www.flipkart.com/lenovo-v15-iil-core-i3-4-gb-1-tb-hdd-dos-laptop/p/itm0fcdd4b6b3651?pid=COMFZ639GWU9PEDD&lid=LSTCOMFZ639GWU9PEDDCFPGTI&marketplace=FLIPKART&srno=s_26_613&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=b08827a0-768e-4e93-85fa-2874f955479b.COMFZ639GWU9PEDD.SEARCH&ssid=n9nds6ie0g0000001612686415689&qH=c06ea84a1e3dc3c6,,,
614,Avita Liber Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) NS14A2IN225P Thin and Light Laptop,"₹55,990",https://www.flipkart.com/avita-liber-core-i5-8th-gen-8-gb-512-gb-ssd-windows-10-home-ns14a2in225p-thin-light-laptop/p/itmfg9zvzwaehqax?pid=COMFG9ZVEZGGHYWP&lid=LSTCOMFG9ZVEZGGHYWPGK5CD0&marketplace=FLIPKART&srno=s_26_614&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=b08827a0-768e-4e93-85fa-2874f955479b.COMFG9ZVEZGGHYWP.SEARCH&ssid=n9nds6ie0g0000001612686415689&qH=c06ea84a1e3dc3c6,3.6,5 Ratings , 2 Reviews
615,Avita Liber Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) NS14A2IN228P Thin and Light Laptop,"₹55,990",https://www.flipkart.com/avita-liber-core-i5-8th-gen-8-gb-512-gb-ssd-windows-10-home-ns14a2in228p-thin-light-laptop/p/itmfg9zvcnhktzes?pid=COMFG9ZVHCWVNHZT&lid=LSTCOMFG9ZVHCWVNHZTVUJKXU&marketplace=FLIPKART&srno=s_26_615&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=b08827a0-768e-4e93-85fa-2874f955479b.COMFG9ZVHCWVNHZT.SEARCH&ssid=n9nds6ie0g0000001612686415689&qH=c06ea84a1e3dc3c6,3.6,5 Ratings , 2 Reviews
616,Dell Inspiron 7000 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 7490 Thin and Li...,"₹88,590",https://www.flipkart.com/dell-inspiron-7000-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-2-graphics-7490-thin-light-laptop/p/itm8fc12f55be7e5?pid=COMFZFVXDCNWSCGZ&lid=LSTCOMFZFVXDCNWSCGZHVQST2&marketplace=FLIPKART&srno=s_26_616&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=b08827a0-768e-4e93-85fa-2874f955479b.COMFZFVXDCNWSCGZ.SEARCH&ssid=n9nds6ie0g0000001612686415689&qH=c06ea84a1e3dc3c6,,,
617,Dell Inspiron 13 7000 Series Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) insp 7386 2 in 1 Lapt...,"₹91,990",https://www.flipkart.com/dell-inspiron-13-7000-series-core-i5-8th-gen-8-gb-256-gb-ssd-windows-10-home-insp-7386-2-1-laptop/p/itmfbygrfn5btpeh?pid=COMFBYGRFXJHBWHP&lid=LSTCOMFBYGRFXJHBWHPWGJM7S&marketplace=FLIPKART&srno=s_26_617&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=b08827a0-768e-4e93-85fa-2874f955479b.COMFBYGRFXJHBWHP.SEARCH&ssid=n9nds6ie0g0000001612686415689&qH=c06ea84a1e3dc3c6,3.8,4 Ratings , 0 Reviews
618,Dell Inspiron Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home) Inspiron 3505 Laptop,"₹51,618",https://www.flipkart.com/dell-inspiron-ryzen-5-quad-core-3500u-8-gb-512-gb-ssd-windows-10-home-3505-laptop/p/itm00f372b195780?pid=COMFVH9YHQFWKPYB&lid=LSTCOMFVH9YHQFWKPYB4UYHVV&marketplace=FLIPKART&srno=s_26_618&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=b08827a0-768e-4e93-85fa-2874f955479b.COMFVH9YHQFWKPYB.SEARCH&ssid=n9nds6ie0g0000001612686415689&qH=c06ea84a1e3dc3c6,3.8,801 Ratings , 130 Reviews
619,HP 15 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) 15-DA3001TU Laptop,"₹38,999",https://www.flipkart.com/hp-15-core-i3-10th-gen-4-gb-1-tb-hdd-windows-10-home-15-da3001tu-laptop/p/itmfc115b369e6c7?pid=COMFVH5Q68HDM4NH&lid=LSTCOMFVH5Q68HDM4NH9KNNYX&marketplace=FLIPKART&srno=s_26_619&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=b08827a0-768e-4e93-85fa-2874f955479b.COMFVH5Q68HDM4NH.SEARCH&ssid=n9nds6ie0g0000001612686415689&qH=c06ea84a1e3dc3c6,3.8,"1,035 Ratings ", 101 Reviews
620,HP Ryzen 3 Quad Core 3300U - (4 GB/1 TB HDD/Windows 10 Home) G7 245 Thin and Light Laptop,"₹32,890",https://www.flipkart.com/hp-ryzen-3-quad-core-3300u-4-gb-1-tb-hdd-windows-10-home-g7-245-thin-light-laptop/p/itma579d28203029?pid=COMFW9VYY3JNTEMS&lid=LSTCOMFW9VYY3JNTEMSZDILT0&marketplace=FLIPKART&srno=s_26_620&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=b08827a0-768e-4e93-85fa-2874f955479b.COMFW9VYY3JNTEMS.SEARCH&ssid=n9nds6ie0g0000001612686415689&qH=c06ea84a1e3dc3c6,3.9,280 Ratings , 25 Reviews
621,Avita Liber V14 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home) NS14A8INV562-MBA Thin and ...,"₹38,990",https://www.flipkart.com/avita-liber-v14-ryzen-5-quad-core-3500u-8-gb-512-gb-ssd-windows-10-home-ns14a8inv562-mba-thin-light-laptop/p/itm5e8340aa8bcf8?pid=COMFVFDQTHHRKDNY&lid=LSTCOMFVFDQTHHRKDNY1HXIYL&marketplace=FLIPKART&srno=s_26_621&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=b08827a0-768e-4e93-85fa-2874f955479b.COMFVFDQTHHRKDNY.SEARCH&ssid=n9nds6ie0g0000001612686415689&qH=c06ea84a1e3dc3c6,4.2,391 Ratings , 89 Reviews
622,Vaio E Series Ryzen 7 Quad Core 3700U - (8 GB/512 GB SSD/Windows 10 Home) NE15V2IN027P Thin and Light ...,"₹56,990",https://www.flipkart.com/vaio-e-series-ryzen-7-quad-core-3700u-8-gb-512-gb-ssd-windows-10-home-ne15v2in027p-thin-light-laptop/p/itm6ec11c1021e04?pid=COMFWXWJHBPXCWGZ&lid=LSTCOMFWXWJHBPXCWGZ9XBIRZ&marketplace=FLIPKART&srno=s_26_622&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=b08827a0-768e-4e93-85fa-2874f955479b.COMFWXWJHBPXCWGZ.SEARCH&ssid=n9nds6ie0g0000001612686415689&qH=c06ea84a1e3dc3c6,4.1,25 Ratings , 7 Reviews
623,HP 12b Celeron Dual Core - (4 GB/Chrome OS) 12b-ca0010TU Chromebook,"₹29,990",https://www.flipkart.com/hp-12b-celeron-dual-core-4-gb-chrome-os-12b-ca0010tu-chromebook/p/itme7a0a2b5a2596?pid=COMFUR8XNFXYKBCM&lid=LSTCOMFUR8XNFXYKBCMW89SDJ&marketplace=FLIPKART&srno=s_26_623&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=b08827a0-768e-4e93-85fa-2874f955479b.COMFUR8XNFXYKBCM.SEARCH&ssid=n9nds6ie0g0000001612686415689&qH=c06ea84a1e3dc3c6,3.8,15 Ratings , 2 Reviews
624,Asus Celeron Dual Core - (4 GB/1 TB HDD/Windows 10 Home) X540NA-GQ285T Laptop,"₹24,749",https://www.flipkart.com/asus-celeron-dual-core-4-gb-1-tb-hdd-windows-10-home-x540na-gq285t-laptop/p/itm96d0dd621714b?pid=COMFUXREFGYSF2AJ&lid=LSTCOMFUXREFGYSF2AJGR4JKT&marketplace=FLIPKART&srno=s_26_624&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=b08827a0-768e-4e93-85fa-2874f955479b.COMFUXREFGYSF2AJ.SEARCH&ssid=n9nds6ie0g0000001612686415689&qH=c06ea84a1e3dc3c6,4,50 Ratings , 4 Reviews
625,Acer One 14 Pentium Gold - (4 GB/1 TB HDD/Windows 10 Home) Z2-485 Thin and Light Laptop,"₹23,990",https://www.flipkart.com/acer-one-14-pentium-gold-4-gb-1-tb-hdd-windows-10-home-z2-485-thin-light-laptop/p/itm6113d2899da66?pid=COMFVUYYEHGVC3SH&lid=LSTCOMFVUYYEHGVC3SH79T19U&marketplace=FLIPKART&srno=s_27_625&otracker=searchhttps%3A%2F%2Fwww.flipkart.com%2Fsearch%3Fq%3Dlaptop&otracker1=search&fm=organic&iid=68fb1719-11b2-4db6-855a-6baffc79a14d.COMFVUYYEHGVC3SH.SEARCH&ssid=j3o8jp1fao0000001612686416696&qH=c06ea84a1e3dc3c6,3.6,53 Ratings , 1 Reviews
